Recursion count: 11100




 post computation states size is: 11098
0x00x~x~0 0   ~
0x00x~x~x 1   ~
0x00x~x~~ 0   ~
0x00x~x~~ 1   ~
0x00x~~0x 0   ~
0x00x~~xx 1   x
0x00x~~x~ 1   x
0x00x~~~x 0   ~
0x00x~~~x 1   ~
0x00x~~~~ 0   ~
0x00~0xxx 1   x
0x00~0xx~ 0   ~
0x00~0x~x 0   ~
0x00~0~xx 0   ~
0x00~x0xx 0   0
0x00~x0x~ 0   0
0x00~x0~x 0   0
0x00~xx0x 0   ~
0x00~xx0x 1   ~
0x00~xx0~ 0   ~
0x00~xxx0 0   ~
0x00~xxx0 1   ~
0x00~xxx~ 1   ~
0x00~xx~0 0   ~
0x00~xx~x 1   ~
0x00~xx~~ 0   ~
0x00~xx~~ 1   ~
0x00~x~0x 0   ~
0x00~x~x0 0   ~
0x00~x~xx 1   ~
0x00~x~x~ 0   ~
0x00~x~x~ 1   ~
0x00~x~~x 0   ~
0x00~x~~x 1   ~
0x00~x~~~ 0   ~
0x00~~0xx 0   0
0x00~~x0x 0   ~
0x00~~xx0 0   ~
0x00~~xxx 1   x
0x00~~xx~ 0   ~
0x00~~xx~ 1   ~
0x00~~x~x 0   ~
0x00~~x~x 1   ~
0x00~~x~~ 0   ~
0x00~~~xx 0   ~
0x00~~~xx 1   ~
0x00~~~x~ 0   ~
0x00~~~~x 0   ~
0x0x000xx 0   0
0x0x00x0x 0   d
0x0x00xx0 0   0
0x0x00xxx 1   x
0x0x00xx~ 0   ~
0x0x00xx~ 1   ~
0x0x00x~x 0   ~
0x0x00x~x 1   ~
0x0x00x~~ 0   ~
0x0x00~xx 0   ~
0x0x00~xx 1   ~
0x0x00~x~ 0   ~
0x0x00~~x 0   ~
0x0x0x00x 0   0
0x0x0x0x0 0   0
0x0x0x0x~ 0   0
0x0x0x0~x 0   0
0x0x0x0~~ 0   0
0x0x0xx00 0   0
0x0x0xx0x 1   d
0x0x0xx0~ 0   ~
0x0x0xx0~ 1   ~
0x0x0xx~0 0   0
0x0x0xx~~ 1   ~
0x0x0x~0x 0   ~
0x0x0x~0x 1   ~
0x0x0x~0~ 0   ~
0x0x0x~x0 0   0
0x0x0x~x~ 1   ~
0x0x0x~~0 0   0
0x0x0x~~x 1   ~
0x0x0x~~~ 0   ~
0x0x0x~~~ 1   ~
0x0x0~0xx 0   0
0x0x0~0x~ 0   0
0x0x0~0~x 0   0
0x0x0~x0x 0   ~
0x0x0~x0x 1   ~
